spot_slug,image_url,source,license,author,attribution_text,width,height,description
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/d/d9/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%283%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,3750,"View from a farmer's field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/8/88/Heading_towards_Fan_y_Big_-_geograph.org.uk_-_3284503.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Heading towards Fan y Big by Gareth James via Wikimedia Commons,4000,3000,Heading towards Fan y Big
fan-y-big-gap,https://upload.wikimedia.org/wikipedia/commons/b/b6/Heading_towards_Fan_y_Big_-_geograph.org.uk_-_3284506.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Heading towards Fan y Big by Gareth James via Wikimedia Commons,4000,3000,Heading towards Fan y Big
fan-brycheiniog-llyn-y-fan-fach,https://upload.wikimedia.org/wikipedia/commons/a/ab/Bannau_Brycheiniog_-_Llyn_y_Fan_Fach.jpg,Wikimedia Commons,CC BY-SA 4.0,Neilfromneath,Neilfromneath (CC BY-SA 4.0) via Wikimedia Commons,4032,3024,"Llyn-y-Fan Fach nestled within Bannau Brycheiniog, Cymru/Wales"
carmarthen-fans,https://upload.wikimedia.org/wikipedia/commons/5/5c/Glastir_y_Picws_%28geograph_6237431%29.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Alan Hughes via Wikimedia Commons,3141,2040,"Glastir y Picws. Picws Du, at the heart of the Carmarthen Fans."
four-falls-trail,https://upload.wikimedia.org/wikipedia/commons/7/7f/DUR-04365D_%28FindID_923171-1036163%29.jpg,Wikimedia Commons,CC BY 2.0,"Durham County Council, ben westwood, 2018-11-26 17:35:57",Durham County Council via Wikimedia Commons,9085,6579,"Description: An incomplete silver box pendant, in the form of a locket or reliquary, dating from the medieval period (c.AD1300-1400)
The sub-rectangular front panel of the box pendant features an incised quasi-heraldic design: a snail with a human head, wearing a hood or 'chaperon', on a 'lozengy..."
four-falls-trail,https://upload.wikimedia.org/wikipedia/commons/8/85/DUR-04365D_face_%28FindID_923171-1036162%29.jpg,Wikimedia Commons,CC BY 2.0,"Durham County Council, ben westwood, 2018-11-26 17:35:55",Durham County Council via Wikimedia Commons,1908,2521,"Description: An incomplete silver box pendant, in the form of a locket or reliquary, dating from the medieval period (c.AD1300-1400)
The sub-rectangular front panel of the box pendant features an incised quasi-heraldic design: a snail with a human head, wearing a hood or 'chaperon', on a 'lozengy..."
four-falls-trail,https://upload.wikimedia.org/wikipedia/commons/4/4d/Contrast_%2819840769114%29.jpg,Wikimedia Commons,CC BY 2.0,Phil Dolby,Phil Dolby (CC BY 2.0) via Wikimedia Commons,5456,2804,"Sgwd y Pannwr, part of the Four Falls Walk, Brecon Beacons National Park, Powys, Wales, UK"
four-falls-trail,https://upload.wikimedia.org/wikipedia/commons/0/0d/Sgwd_y_Pannwr_%2819906850208%29.jpg,Wikimedia Commons,CC BY 2.0,Phil Dolby,Phil Dolby (CC BY 2.0) via Wikimedia Commons,5456,3632,"Sgwd y Pannwr, part of the Four Falls Walk, Brecon Beacons National Park, Powys, Wales, UK"
four-falls-trail,https://upload.wikimedia.org/wikipedia/commons/2/2b/Platycercus_elegans_-near_Wentworth_Falls%2C_New_South_Wales%2C_Australia-8.jpg,Wikimedia Commons,CC BY 2.0,"Stilgherrian from Sydney, Australia","Stilgherrian from Sydney, Australia (CC BY 2.0) via Wikimedia Commons",2000,1500,"This morning a slender-billed cuckoo-dove turned up at Wattle Cottage, clearly indicating that some food would be in order. So I fed it. And then three, no four rosellas turned up too.
The cuckoo-dove chased away the first rosella to arrive, so they waited in a nearby tree until the cuckoo-dove h..."
four-falls-trail,https://upload.wikimedia.org/wikipedia/commons/a/ae/Ystradfellte_-_Four_Falls_Walk_-_geograph.org.uk_-_6620708.jpg,Wikimedia Commons,CC BY-SA 2.0,Colin Smith,Ystradfellte - Four Falls Walk by Colin Smith via Wikimedia Commons,5152,3864,Ystradfellte - Four Falls Walk
elidir-trail,https://upload.wikimedia.org/wikipedia/commons/8/8d/View_from_the_Glyder_Vawr.jpeg,Wikimedia Commons,Public domain,Samuel Lines,Samuel Lines (Public domain) via Wikimedia Commons,3222,999,Panoramic view of lakes and mountains.
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/b/be/Meadows_and_the_Sugar_Loaf.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,2666,4000,"Under dark clouds, the Sugar Loaf - in Welsh Mynydd Pen-y-Fal - seen from Abergavenny Castle Meadows."
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/d/d5/Sugar_loaf_mountain_brecon_beacons_national_park_wales.jpg,Wikimedia Commons,CC BY-SA 3.0,Simon Powell,Simon Powell (CC BY-SA 3.0) via Wikimedia Commons,1024,457,The iconic sugar loaf mountain the start of the brecon beacons national park wales
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/9/9f/Sun_setting_behind_the_Sugar_Loaf_in_Abergavenny%2C_Black_Mountains.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshManWalking,WelshManWalking (CC BY-SA 4.0) via Wikimedia Commons,1300,975,"Sat on The Skirrid watching the sun set behind the Sugar Loaf mountain in Abergavenny, easternd edge of the Brecon Beacons."
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/b/b7/Sunset_in_the_Brecon_Beacons_National_Park.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,4752,3168,Sunset towards the Sugar Loaf from The Brecon Beacons What 3 words sailor.eggshell.winner
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/f/f8/Woodland_in_Brecon_Beacons_National_Park.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,6423,4282,Woodland near The Sugarloaf What 3 words lighters.intensely.wobbles
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/8/82/Woodland_on_the_way_to_Pen_y_Fan.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,6892,4595,Woodland at the Nant Cwm Llwch car park leading on to Pen y Fan. What 3 words daylight.motored.homes
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/8/8c/Woodlands_in_Brecon_Beacons_National_Park.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,6936,4624,Woodland near The Sugarloaf What 3 words lighters.intensely.wobbles
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/6/63/150240_Sugar_Loaf_20250301_104150.jpg,Wikimedia Commons,CC BY-SA 4.0,Railwayfan2005,Railwayfan2005 (CC BY-SA 4.0) via Wikimedia Commons,4624,3468,150240 at Sugar Loaf Halt
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/6/68/Sugar_Loaf_Railway_Station%2C_steps_up._Heart_of_Wales_Line.jpg,Wikimedia Commons,CC BY 4.0,Rosser1954,Rosser1954 (CC BY 4.0) via Wikimedia Commons,4896,3672,"Sugar Loaf Railway Station, steps up. Heart of Wales Line."
sugar-loaf,https://upload.wikimedia.org/wikipedia/commons/d/d0/Sugar_Loaf_Railway_Station._Heart_of_Wales_Line._Altitude_details.jpg,Wikimedia Commons,CC BY 4.0,Rosser1954,Rosser1954 (CC BY 4.0) via Wikimedia Commons,4283,3212,Sugar Loaf Railway Station. Dinas-y-Bwlch. Heart of Wales Line. Altitude details.
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/3/36/Ysgyryd_Fawr%2C_from_Llanfoist.jpg,Wikimedia Commons,CC BY 2.0,Dave Roberts,Dave Roberts (CC BY 2.0) via Wikimedia Commons,1643,2191,"A narrowboat and crane silhouetted at the wharf on the canal at Llanfoist, looking towards Abergavenny and Ysgyryd Fawr, the Skirrid mountain."
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/b/bf/Footpath_and_steps%2C_Skirrid_Fawr_-_geograph.org.uk_-_6822515.jpg,Wikimedia Commons,CC BY-SA 2.0,M J Roscoe,"Footpath and steps, Skirrid Fawr by M J Roscoe via Wikimedia Commons",5179,3451,"Footpath and steps, Skirrid Fawr"
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/a/a7/Trig_point_and_chapel_remains_on_the_Skirrid_-_geograph.org.uk_-_2710302.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Trig point and chapel remains on the Skirrid by Gareth James via Wikimedia Commons,4000,3000,Trig point and chapel remains on the Skirrid
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/d/de/View_towards_Llwyn-Franc_from_Skirrid_Fawr_-_geograph.org.uk_-_6823510.jpg,Wikimedia Commons,CC BY-SA 2.0,M J Roscoe,View towards Llwyn-Franc from Skirrid Fawr by M J Roscoe via Wikimedia Commons,5179,3451,View towards Llwyn-Franc from Skirrid Fawr
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/9/9b/West_side_of_Skirrid_Fawr_-_geograph.org.uk_-_6823310.jpg,Wikimedia Commons,CC BY-SA 2.0,M J Roscoe,West side of Skirrid Fawr by M J Roscoe via Wikimedia Commons,5179,3451,West side of Skirrid Fawr
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/b/b4/Ysgyryd_Fawr_%28Skirrid%29_-_geograph.org.uk_-_4171642.jpg,Wikimedia Commons,CC BY-SA 2.0,Hugh Venables,Ysgyryd Fawr (Skirrid) by Hugh Venables via Wikimedia Commons,1600,1200,Ysgyryd Fawr (Skirrid)
skirrid-fawr,https://upload.wikimedia.org/wikipedia/commons/7/74/Ysgyryd_Fawr_%28Skirrid%29_-_geograph.org.uk_-_4784022.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Halling,Ysgyryd Fawr (Skirrid) by Philip Halling via Wikimedia Commons,1024,768,Ysgyryd Fawr (Skirrid)
blorenge,https://upload.wikimedia.org/wikipedia/commons/2/29/Blorenge.jpg,Wikimedia Commons,Public domain,Jynto (talk),Jynto (talk) (Public domain) via Wikimedia Commons,3157,2425,Just below the summit of The Blorenge in the Brecon Beacons. Some mild HDR processing has been used.
blorenge,https://upload.wikimedia.org/wikipedia/commons/1/1a/Bongo_on_Blorenge_221011.jpg,Wikimedia Commons,CC BY-SA 4.0,BongoCampbell,BongoCampbell (CC BY-SA 4.0) via Wikimedia Commons,3686,2872,Bonge the Schipperke on Bloerenge October 2022
blorenge,https://upload.wikimedia.org/wikipedia/commons/7/78/Foxhunter_grave_plaque.jpg,Wikimedia Commons,CC BY-SA 3.0,Timtrent at English Wikipedia,Timtrent at English Wikipedia via Wikimedia Commons,4000,3000,"This plaque shows the grave of Foxhunter at the Foxhunter car park on the Blorenge, near Abergavenny in the Brecon Beacons. I took this picture on 12 June 2012
Latitude: 51° 47' 31.16"" N

Longitude: 3° 4' 8.27"" W"
blorenge,https://upload.wikimedia.org/wikipedia/commons/2/22/PXL_20230604_150824964_01.jpg,Wikimedia Commons,CC BY-SA 4.0,Sheltster,Sheltster (CC BY-SA 4.0) via Wikimedia Commons,4080,3072,Keeper's Pond in the Brecon Beacons
blorenge,https://upload.wikimedia.org/wikipedia/commons/5/5c/PXL_20230604_150824964_02.jpg,Wikimedia Commons,CC BY-SA 4.0,Sheltster,Sheltster (CC BY-SA 4.0) via Wikimedia Commons,4080,3072,Keeper's Pond in the Brecon Beacons
blorenge,https://upload.wikimedia.org/wikipedia/commons/9/9b/PXL_20230604_150824964_03.jpg,Wikimedia Commons,CC BY-SA 4.0,Sheltster,Sheltster (CC BY-SA 4.0) via Wikimedia Commons,3072,4080,"Foxhunter Memorial, the Blorenge, Brecon Beacons"
blorenge,https://upload.wikimedia.org/wikipedia/commons/0/07/PXL_20230604_150824964_04.jpg,Wikimedia Commons,CC BY-SA 4.0,Sheltster,Sheltster (CC BY-SA 4.0) via Wikimedia Commons,4080,3072,Keeper's Pond in the Brecon Beacons
blorenge,https://upload.wikimedia.org/wikipedia/commons/7/7b/View_from_Blorenge.jpg,Wikimedia Commons,Public domain,Jynto (talk),Jynto (talk) (Public domain) via Wikimedia Commons,4638,2778,View of Abergavenny from the summit of The Blorenge in the Brecon Beacons. View is approximately northwest. Stitched from two or three sections. Mild HDR processing has been used.
blorenge,https://upload.wikimedia.org/wikipedia/commons/a/a3/Approaching_the_trig_point_on_the_Blorenge_-_geograph.org.uk_-_3198019.jpg,Wikimedia Commons,CC BY-SA 2.0,John Lord,Approaching the trig point on the Blorenge by John Lord via Wikimedia Commons,4000,3000,Approaching the trig point on the Blorenge
blorenge,https://upload.wikimedia.org/wikipedia/commons/f/f6/Blorenge_South_Side.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5472,3648,"The Blorenge, with its wooded southern slopes, dwarfs walkers at Castle Meadows in Abergavenny."
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/1/1a/Across_Crickhowell_Bridge.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5184,3456,This is a photo of listed building number
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/b/b0/Crickhowell_Bridge_and_Table_Mountain.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5184,3456,This is a photo of listed building number
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/b/b3/Crug_Hywel_across_the_Usk.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,4000,2666,"In the Brecon Beacons (now Bannau Brycheiniog) Crug Hywel, or Mountain, seen across the River Usk at Crickhowell."
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/f/f0/Limestone_Rock_Top.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5184,3456,"Pen Cerrig-calch (Welsh, 'limestone rock top') and Crug Hywel (or, Table Mountain), seen from across the River Usk at Crickhowell. The rocks that give the mountain its name can be seen even at this distance."
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/a/a6/River_Usk_and_Table_Mountain.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5184,3456,"The River Usk and Table Mountain (Crug Hywel) seen from Crickhowell, with Pen Cerrig-calch on the left."
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/3/30/Crug_Hywel_%28Table_Mountain%29_from_Cefn_Coed_%28Bluebell_Wood%29_-_geograph.org.uk_-_7204330.jpg,Wikimedia Commons,CC BY-SA 2.0,Ade Bates,Crug Hywel (Table Mountain) from Cefn Coed (Bluebell Wood) by Ade Bates via Wikimedia Commons,1024,768,Crug Hywel (Table Mountain) from Cefn Coed (Bluebell Wood)
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/b/b9/Crug_Hywel_across_the_Fields.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5184,3456,"Crug Hywel, or Table Mountain in the Bannau Brycheiniog National Park, seen across fields by the River Usk at Crickhowell."
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/b/be/Table_Mountain_%28Crug_Hywel%29_and_ruined_farm_Dol-y-Gaer_-_geograph.org.uk_-_7195624.jpg,Wikimedia Commons,CC BY-SA 2.0,Ade Bates,Table Mountain (Crug Hywel) and ruined farm Dol-y-Gaer by Ade Bates via Wikimedia Commons,1600,1200,Table Mountain (Crug Hywel) and ruined farm Dol-y-Gaer
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/5/57/Table_Mountain_-_Crug_Hywel_-_geograph.org.uk_-_5858644.jpg,Wikimedia Commons,CC BY-SA 2.0,Mark Percy,Table Mountain / Crug Hywel by Mark Percy via Wikimedia Commons,2560,1440,Table Mountain / Crug Hywel
table-mountain-crickhowell,https://upload.wikimedia.org/wikipedia/commons/5/51/Table_Mountain_or_Crug_Hywel_-_geograph.org.uk_-_2321365.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Halling,Table Mountain or Crug Hywel by Philip Halling via Wikimedia Commons,1024,680,Table Mountain or Crug Hywel
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/9/98/Enjoying_the_up-draught_along_Hay_Bluff.jpg,Wikimedia Commons,CC BY-SA 4.0,Richard Waller,Richard Waller (CC BY-SA 4.0) via Wikimedia Commons,1652,1032,"Paragliding from Hay Bluff, image taken in the 1980's"
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/c/c4/Twmpa_from_Hay_Bluff.jpg,Wikimedia Commons,CC BY-SA 4.0,Richard Waller,Richard Waller (CC BY-SA 4.0) via Wikimedia Commons,1620,1032,"Image of Twmpa, or Lord Hereford's Knob, taken from Hay Bluff"
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/8/8a/Flanks_of_Hay_Bluff_-_geograph.org.uk_-_4235636.jpg,Wikimedia Commons,CC BY-SA 2.0,Hugh Venables,Flanks of Hay Bluff by Hugh Venables via Wikimedia Commons,1600,1200,Flanks of Hay Bluff
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hay_Bluff_-_geograph.org.uk_-_3367262.jpg,Wikimedia Commons,CC BY-SA 2.0,Rude Health,Hay Bluff by Rude Health via Wikimedia Commons,2592,1944,Hay Bluff
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hay_Bluff_-_geograph.org.uk_-_4325855.jpg,Wikimedia Commons,CC BY-SA 2.0,paul wood,Hay Bluff by paul wood via Wikimedia Commons,1056,734,Hay Bluff
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/9/92/Hay_Bluff_-_geograph.org.uk_-_7202384.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Halling,Hay Bluff by Philip Halling via Wikimedia Commons,1600,1069,Hay Bluff
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/1/1f/Hay_Bluff_in_January_-_geograph.org.uk_-_2782820.jpg,Wikimedia Commons,CC BY-SA 2.0,Mr M Evison,Hay Bluff in January by Mr M Evison via Wikimedia Commons,4288,3216,Hay Bluff in January
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/a/aa/Hay_Bluff_path_-_geograph.org.uk_-_2690969.jpg,Wikimedia Commons,CC BY-SA 2.0,Gordon Hatton,Hay Bluff path by Gordon Hatton via Wikimedia Commons,2448,3264,Hay Bluff path
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/9/9f/Hay_Bluff_scarp_-_geograph.org.uk_-_4235622.jpg,Wikimedia Commons,CC BY-SA 2.0,Hugh Venables,Hay Bluff scarp by Hugh Venables via Wikimedia Commons,1600,1200,Hay Bluff scarp
hay-bluff,https://upload.wikimedia.org/wikipedia/commons/4/4e/January_on_Hay_Bluff_-_geograph.org.uk_-_2782780.jpg,Wikimedia Commons,CC BY-SA 2.0,Mr M Evison,January on Hay Bluff by Mr M Evison via Wikimedia Commons,4288,3216,January on Hay Bluff
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/c/c4/Twmpa_from_Hay_Bluff.jpg,Wikimedia Commons,CC BY-SA 4.0,Richard Waller,Richard Waller (CC BY-SA 4.0) via Wikimedia Commons,1620,1032,"Image of Twmpa, or Lord Hereford's Knob, taken from Hay Bluff"
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/8/8c/Cairn_on_Lord_Hereford%27s_Knob_-_geograph.org.uk_-_5858620.jpg,Wikimedia Commons,CC BY-SA 2.0,Mark Percy,Cairn on Lord Hereford's Knob by Mark Percy via Wikimedia Commons,2560,1440,Cairn on Lord Hereford's Knob
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/3/3f/Looking_south_south-east_from_just_below_Lord_Hereford%27s_Knob_-_geograph.org.uk_-_3546133.jpg,Wikimedia Commons,CC BY-SA 2.0,Hugh Chevallier,Looking south south-east from just below Lord Hereford's Knob by Hugh Chevallier via Wikimedia Commons,1024,575,Looking south south-east from just below Lord Hereford's Knob
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/8/8f/Lord_Hereford%27s_Knob_or_Twmpa_-_geograph.org.uk_-_2444166.jpg,Wikimedia Commons,CC BY-SA 2.0,Adrian King,Lord Hereford's Knob or Twmpa by Adrian King via Wikimedia Commons,1600,1200,Lord Hereford's Knob or Twmpa
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/2/29/Lord_Hereford%27s_Knob_or_Twmpa_-_geograph.org.uk_-_4050550.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Halling,Lord Hereford's Knob or Twmpa by Philip Halling via Wikimedia Commons,1024,680,Lord Hereford's Knob or Twmpa
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/9/95/Lord_Hereford%27s_knob_-_geograph.org.uk_-_2782794.jpg,Wikimedia Commons,CC BY-SA 2.0,Mr M Evison,Lord Hereford's knob by Mr M Evison via Wikimedia Commons,4288,3216,Lord Hereford's knob
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/0/0b/Lord_Herefords_Knob_or_The_Twmpa_nr_Hay-On-Wye_-_geograph.org.uk_-_4323676.jpg,Wikimedia Commons,CC BY-SA 2.0,paul wood,Lord Herefords Knob or The Twmpa nr Hay-On-Wye by paul wood via Wikimedia Commons,1078,808,Lord Herefords Knob or The Twmpa nr Hay-On-Wye
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/e/e9/Snow_covered_Lord_Hereford%27s_Knob_looking_towards_Hay_Bluff_-_geograph.org.uk_-_2782805.jpg,Wikimedia Commons,CC BY-SA 2.0,Mr M Evison,Snow covered Lord Hereford's Knob looking towards Hay Bluff by Mr M Evison via Wikimedia Commons,4288,3216,Snow covered Lord Hereford's Knob looking towards Hay Bluff
lord-herefords-knob,https://upload.wikimedia.org/wikipedia/commons/f/fd/The_summit_of_Lord_Hereford%27s_Knob_or_Twmpa_-_geograph.org.uk_-_2444174.jpg,Wikimedia Commons,CC BY-SA 2.0,Adrian King,The summit of Lord Hereford's Knob or Twmpa by Adrian King via Wikimedia Commons,1600,1200,The summit of Lord Hereford's Knob or Twmpa
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/f/fd/Brecon_Beacons_from_Craig_Cerrig-gleisiad_-_geograph.org.uk_-_2859819.jpg,Wikimedia Commons,CC BY-SA 2.0,John Light,Brecon Beacons from Craig Cerrig-gleisiad by John Light via Wikimedia Commons,1600,1200,Brecon Beacons from Craig Cerrig-gleisiad
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/f/f4/Gateway_to_the_Brecon_Beacons_-_Craig_Cerrig_Gleisiad.jpg,Wikimedia Commons,CC BY-SA 4.0,Keith Lawson 11,Keith Lawson 11 (CC BY-SA 4.0) via Wikimedia Commons,6960,4640,Just down the road from Pen y Fan. What 3 words pitching.vertical.surfacing
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/9/96/Rainbow%2C_Corn_Du_and_Pen_y_Fan_as_seen_from_Craig_Cerrig-gleisiad.jpg,Wikimedia Commons,CC BY-SA 4.0,Georgia119,Georgia119 (CC BY-SA 4.0) via Wikimedia Commons,4000,1848,The summits of Corn Du (left) and Pen y Fan (right) are visible beyond the rainbow in this photo taken from the side of Craig Cerrig-gleisiad. The photo was taken during a brief break in the sleet and rain.
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/7/7f/Climbing_to_Craig_Cerrig-gleisiad_-_geograph.org.uk_-_4794847.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Climbing to Craig Cerrig-gleisiad by Gareth James via Wikimedia Commons,4000,3000,Climbing to Craig Cerrig-gleisiad
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/1/18/Climbing_to_Craig_Cerrig-gleisiad_-_geograph.org.uk_-_4794850.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Climbing to Craig Cerrig-gleisiad by Gareth James via Wikimedia Commons,4000,3000,Climbing to Craig Cerrig-gleisiad
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/4/4c/Craig_Cerrig-gleisiad_-_geograph.org.uk_-_3345742.jpg,Wikimedia Commons,CC BY-SA 2.0,Rude Health,Craig Cerrig-gleisiad by Rude Health via Wikimedia Commons,1592,1188,Craig Cerrig-gleisiad
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/5/58/Craig_Cerrig-gleisiad_-_geograph.org.uk_-_6450649.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Craig Cerrig-gleisiad by Alan Hughes via Wikimedia Commons,2048,1536,Craig Cerrig-gleisiad
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/d/d4/Craig_Cerrig-gleisiad_in_the_mist_-_geograph.org.uk_-_2755807.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Craig Cerrig-gleisiad in the mist by Gareth James via Wikimedia Commons,4000,3000,Craig Cerrig-gleisiad in the mist
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/4/4e/Craig_Cerrig_Gleisiad_-_geograph.org.uk_-_2896748.jpg,Wikimedia Commons,CC BY-SA 2.0,Kevin Corcoran,Craig Cerrig Gleisiad by Kevin Corcoran via Wikimedia Commons,2592,1944,Craig Cerrig Gleisiad
craig-cerrig-gleisiad,https://upload.wikimedia.org/wikipedia/commons/e/e9/Craig_Cerrig_Gleisiad_-_geograph.org.uk_-_7159419.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Craig Cerrig Gleisiad by Alan Hughes via Wikimedia Commons,2048,1536,Craig Cerrig Gleisiad
henrhyd-falls,https://upload.wikimedia.org/wikipedia/commons/4/46/Behind_The_Waterfall_%2825036835200%29.jpg,Wikimedia Commons,CC BY 2.0,Phil Dolby,Phil Dolby (CC BY 2.0) via Wikimedia Commons,5456,3632,"Taken from behind this amazing curtain of falling, rushing water.
Sgwd Henrhyd (Henrhyd Waterfall or Henrhyd Falls) in Powys, Wales, is the tallest waterfall in South Wales with a drop of 90 feet (27 m). It lies on National Trust land on the southern edge of the Brecon Beacons National Park.
The ..."
henrhyd-falls,https://upload.wikimedia.org/wikipedia/commons/1/14/The_Batcave_%2821391153816%29.jpg,Wikimedia Commons,CC BY 2.0,Phil Dolby,Phil Dolby (CC BY 2.0) via Wikimedia Commons,3351,4168,"Sgwd Henrhyd (Henrhyd Waterfall or Henrhyd Falls) in Powys, Wales, is the tallest waterfall in South Wales with a drop of 90 feet (27 m). It lies on National Trust land on the southern edge of the Brecon Beacons National Park.
The falls occur where the small river, the Nant Llech drops over the f..."
henrhyd-falls,https://upload.wikimedia.org/wikipedia/commons/9/97/Footbridge_over_Nant_Llech_at_Henrhyd_Falls_-_geograph.org.uk_-_7304315.jpg,Wikimedia Commons,CC BY-SA 2.0,Ben Meyrick,Footbridge over Nant Llech at Henrhyd Falls by Ben Meyrick via Wikimedia Commons,3024,4032,Footbridge over Nant Llech at Henrhyd Falls
